budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name,keyword_names
2962051,Drama|History,549,en,Basquiat,3.636634,1996-08-09,3011195,108.0,Basquiat,6.6,94,Julian Schnabel,Randy Ostrow,Jeffrey Wright,David Bowie,Miramax,new york city drug abuse homeless person new love drug addiction overdose artist graffiti street art vernissage exhibit friendship drugs celebration price of fame
63000000,Drama,550,en,Fight Club,146.757391,1999-10-15,100853753,139.0,Fight Club,8.3,9413,David Fincher,Ceán Chaffin,Edward Norton,Brad Pitt,Regency Enterprises,based on novel or book support group dual identity nihilism fight rage and hate insomnia dystopia alter ego breaking the fourth wall cult film split personality quitting a job dissociative identity disorder self destructiveness
139000000,Fantasy|Action,557,en,Spider-Man,82.502566,2002-05-01,821708551,121.0,Spider-Man,6.8,5265,Sam Raimi,Laura Ziskin,Tobey Maguire,Willem Dafoe,Columbia Pictures,new york city loss of loved one adolescence photographer secret identity villain spider bad boss photography hostility superhero based on comic teenage boy teenage love evil super villain taking responsibility
200000000,Action|Adventure|Fantasy,558,en,Spider-Man 2,35.149586,2004-06-25,783766341,127.0,Spider-Man 2,6.7,4321,Sam Raimi,Lorne Orleans,Tobey Maguire,Kirsten Dunst,Columbia Pictures,new york city dual identity secret identity love of one's life pizza boy sequel superhero based on comic doctor scientist tentacle death super villain young adult
258000000,Fantasy|Action|Adventure,559,en,Spider-Man 3,115.699814,2007-05-01,890871626,139.0,Spider-Man 3,5.9,3576,Sam Raimi,Grant Curtis,Tobey Maguire,Kirsten Dunst,Columbia Pictures,loss of loved one dual identity amnesia sandstorm love of one's life forgiveness spider wretch egomania sand narcism hostility sequel superhero based on comic revenge symbiote
28000000,Action|Thriller,562,en,Die Hard,66.169628,1988-07-15,140767956,131.0,Die Hard,7.5,3948,John McTiernan,Beau Marks,Bruce Willis,Alan Rickman,Twentieth Century Fox Film Corporation,"based on novel or book terrorist christmas party s.w.a.t. hostage fbi vault murder heist shootout los angeles, california one man army hostage negotiator one night 1980s action hero german"
105000000,Adventure|Action|Thriller|Science Fiction,563,en,Starship Troopers,58.782359,1997-11-06,121214377,129.0,Starship Troopers,6.7,1560,Paul Verhoeven,Stacy Lumbrezer,Casper Van Dien,Dina Meyer,TriStar Pictures,"moon based on novel or book asteroid spacecraft space marine intelligence buenos aires, argentina space battle dystopia army giant insect satire creature soldier drill instructor military bugs"
52000000,Drama,568,en,Apollo 13,68.140214,1995-06-30,355237933,140.0,Apollo 13,7.3,1599,Ron Howard,Brian Grazer,Tom Hanks,Bill Paxton,Imagine Entertainment,moon florida nasa spaceman race against time houston based on true story space rescue survival disaster explosion astronaut hypothermia apollo program lunar mission spacecraft accident
3500000,Crime|Drama|Mystery|Thriller,573,en,Frenzy,10.219942,1972-05-25,12600000,116.0,Frenzy,7.1,158,Alfred Hitchcock,William Hill,Jon Finch,Alec McCowen,Universal Pictures,"london, england rape girlfriend police truck murder serial killer pin ex-wife necktie sack potatoes produce seller"
6244087,Adventure|Western,576,en,The Wild Bunch,14.970654,1969-06-17,638641,145.0,The Wild Bunch,7.6,259,Sam Peckinpah,Phil Feldman,William Holden,Ernest Borgnine,Warner Brothers/Seven Arts,underdog robbery bounty hunter texas mexican revolution friendship honor gang shootout soldier steam locomotive righteous rage
20000000,Fantasy|Drama|Comedy|Thriller,577,en,To Die For,12.309715,1995-05-20,21284514,106.0,To Die For,6.7,175,Gus Van Sant,Sandy Isaac,Nicole Kidman,Matt Dillon,The Rank Organisation,adultery based on novel or book winter obsession new hampshire mockumentary narcissistic personality disorder
7000000,Horror|Thriller|Adventure,578,en,Jaws,50.152327,1975-06-18,470654000,124.0,Jaws,7.5,2542,Steven Spielberg,David Brown,Roy Scheider,Robert Shaw,Universal Pictures,"based on novel or book beach fishing atlantic ocean bathing shipwreck shark attack police chief ferry boat dying and death animal attack long island, new york dead child creature skinny dipping shark great white shark dead dog child killed by animal fourth of july severed leg fishing boat animal horror shark cage"
20000000,Horror|Thriller,579,en,Jaws 2,19.636044,1978-06-16,187884007,116.0,Jaws 2,5.9,406,Jeannot Szwarc,David Brown,Roy Scheider,Lorraine Gary,Universal Pictures,mayor island shark attack police chief sailing boat accident dying and death panic current animal attack sequel rescue scuba diving creature shark great white shark killer whale high-tension current water skiing tourism
23000000,Adventure|Thriller,580,en,Jaws: The Revenge,12.777008,1987-07-17,51881013,89.0,Jaws: The Revenge,3.5,224,Joseph Sargent,Joseph Sargent,Lorraine Gary,Lance Guest,Universal Pictures,shark attack bahamas dying and death animal attack sequel revenge creature underwater shark great white shark caribbean sea banana boat
22000000,Adventure|Drama|Western,581,en,Dances with Wolves,45.707835,1990-11-09,424208848,181.0,Dances with Wolves,7.6,1046,Kevin Costner,Jim Wilson,Kevin Costner,Mary McDonnell,Tig Productions,"countryside based on novel or book culture clash desertion mutiny wolf language barrier self-discovery dakota buffalo friendship unsociability freedom tennessee kansas, usa sioux native american snow pawnee tribe 19th century lakota bison early america"
2000000,Drama|Thriller,582,de,Das Leben der Anderen,34.938177,2006-03-15,70000000,137.0,The Lives of Others,7.9,958,Florian Henckel von Donnersmarck,Quirin Berg,Martina Gedeck,Ulrich Mühe,Arte,"germany berlin, germany berlin wall corruption german democratic republic stasi blackmail cold war soviet union propaganda freedom of speech house search artists' life spying government interrogation surveillance heartbreak east germany communism political thriller"
76000000,Action|Crime|Thriller,584,en,2 Fast 2 Furious,10.520961,2003-06-05,236350661,107.0,2 Fast 2 Furious,6.2,2028,John Singleton,Neal H. Moritz,Paul Walker,Tyrese Gibson,Mikona Productions GmbH & Co. KG,"miami, florida car race sports car undercover street race los angeles, california demolition derby"
115000000,Animation|Comedy|Family,585,en,"Monsters, Inc.",106.815545,2001-11-01,562816256,92.0,"Monsters, Inc.",7.5,5996,Pete Docter,Darla K. Anderson,John Goodman,Billy Crystal,Walt Disney Pictures,monster cheating kidnapping door infant villain panic energy supply portal friends rivalry hijinks best friend chameleon family parallel world conveyor belt invisibility energy company conspirators
15000000,Comedy|Drama,586,en,Wag the Dog,13.581966,1997-12-25,64256513,97.0,Wag the Dog,6.7,270,Barry Levinson,Barry Levinson,Dustin Hoffman,Robert De Niro,New Line Cinema,"washington dc, usa rape cia usa president movie business war veteran staging albania sex scandal senator presidential election gulf war media adviser manipulation of the media politics election campaign government conspiracy soldier extramarital affair"
70000000,Adventure|Fantasy|Drama,587,en,Big Fish,46.199482,2003-12-25,122919055,125.0,Big Fish,7.6,1994,Tim Burton,Richard D. Zanuck,Ewan McGregor,Albert Finney,Columbia Pictures,circus witch parent child relationship fish fishing love of one's life leech story teller apoplectic stroke fair mermaid cancer relationship gentle giant magic realism
50000000,Horror|Mystery,588,en,Silent Hill,32.927994,2006-04-21,97607453,125.0,Silent Hill,6.3,1067,Christophe Gans,Don Carmody,Radha Mitchell,Sean Bean,Silent Hill DCP Inc.,monster child murder symbolism mother role witch burning fog suffering darkness sadism supernatural possession revenge surrealism gore survival another dimension torture creature massacre demon religious fundamentalism based on video game missing child dismemberment religious cult ghost town mist sleepwalking bugs skinning
25000000,Drama,590,en,The Hours,20.953265,2002-12-27,41597830,114.0,The Hours,7.0,451,Stephen Daldry,Ian MacNeil,Nicole Kidman,Julianne Moore,Paramount Pictures,"london, england suicide poetry aids drowning based on novel or book depression home way of life self-destruction province literature empowerment country life family's daily life sense of life homelessness leaving one's family delusion"
125000000,Thriller|Mystery,591,en,The Da Vinci Code,45.313197,2006-05-17,767820459,149.0,The Da Vinci Code,6.5,2704,Ron Howard,John Calley,Tom Hanks,Audrey Tautou,Columbia Pictures,"paris, france holy grail christianity monk based on novel or book zurich secret society louvre museum heresy mona lisa (la gioconda) freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect"
1600000,Crime|Drama|Mystery,592,en,The Conversation,20.810292,1974-04-07,4420000,113.0,The Conversation,7.5,372,Francis Ford Coppola,Mona Skager,Gene Hackman,John Cazale,Paramount Pictures,"spy san francisco, california technology saxophone paranoia audio tape wiretap shadowing conspiracy tragic event surveillance voyeur"
0,Drama|Science Fiction|Adventure|Mystery,593,ru,Солярис,24.132271,1972-03-20,0,167.0,Solaris,7.7,357,Andrei Tarkovsky,Viacheslav Tarasov,Donatas Banionis,Natalya Bondarchuk,Mosfilm,based on novel or book 1970s loss of sense of reality extraterrestrial technology soviet union subconsciousness hallucination space travel astronaut
60000000,Comedy|Drama,594,en,The Terminal,57.753914,2004-06-17,219417255,128.0,The Terminal,7.0,1910,Steven Spielberg,Laurie MacDonald,Tom Hanks,Catherine Zeta-Jones,DreamWorks SKG,new york city airport marriage proposal translation craftsman stewardess illegal immigration language barrier jfk international airport immigration law fast food restaurant jazz singer or musician saxophonist autograph passport eastern europe friendship
2000000,Crime|Drama,595,en,To Kill a Mockingbird,22.139842,1962-12-25,13129846,129.0,To Kill a Mockingbird,8.0,657,Robert Mulligan,Gregory Peck,Gregory Peck,Brock Peters,Universal Pictures,sibling relationship black people falsely accused based on novel or book becoming an adult isolation arbitrary law socially deprived family tree house alabama farm worker intolerance exclusion court case defence right and justice court racism child 1930s courtroom drama based on young adult novel
200000000,Drama|Romance|Thriller,597,en,Titanic,100.025899,1997-11-18,1845034188,194.0,Titanic,7.5,7562,James Cameron,Jon Landau,Kate Winslet,Leonardo DiCaprio,Paramount Pictures,drowning evacuation shipwreck iceberg forbidden love ship panic titanic ocean liner epic rich woman poor man based on true story love tragedy disaster tragic love historical fiction class differences love affair historical event lifeboat star crossed lovers sinking ship steerage rich snob disaster movie 1910s sunken ship
3300000,Drama|Crime,598,pt,Cidade de Deus,44.356711,2002-02-05,30641770,130.0,City of God,8.1,1814,Kátia Lund,Walter Salles,Alexandre Rodrigues,Leandro Firmino,O2 Filmes,street gang photographer rio de janeiro ghetto gang war gangster coming of age woman director
10500000,Science Fiction|Adventure|Family|Fantasy,601,en,E.T. the Extra-Terrestrial,56.105798,1982-04-03,792910554,115.0,E.T. the Extra-Terrestrial,7.3,3269,Steven Spielberg,Kathleen Kennedy,Henry Thomas,Drew Barrymore,Universal Pictures,farewell loss of loved one homesickness nasa extraterrestrial technology operation space marine riding a bicycle flying saucer prosecution halloween flowerpot finger single alien single mother
75000000,Action|Adventure|Science Fiction,602,en,Independence Day,60.442593,1996-06-25,816969268,145.0,Independence Day,6.7,3260,Roland Emmerich,Dean Devlin,Will Smith,Bill Pullman,Twentieth Century Fox Film Corporation,showdown spacecraft patriotism countdown independence invasion ufo extraterrestrial alien creature battle alien invasion world domination area 51 human vs alien good versus evil
63000000,Action|Science Fiction,603,en,The Matrix,104.309993,1999-03-30,463517383,136.0,The Matrix,7.9,8907,Lana Wachowski,Joel Silver,Keanu Reeves,Laurence Fishburne,Village Roadshow Pictures,saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice dream fight hacker insurgence simulated reality  virtual reality dystopia truth cyberpunk dream world woman director messiah action hero gnosticism
150000000,Adventure|Action|Thriller|Science Fiction,604,en,The Matrix Reloaded,70.78591,2003-05-15,738599701,138.0,The Matrix Reloaded,6.7,3443,Lana Wachowski,Joel Silver,Keanu Reeves,Carrie-Anne Moss,Village Roadshow Pictures,saving the world artificial intelligence man vs machine prophecy martial arts kung fu underground world dream hero fight computer virus key future plato precognition rave dying and death virtual reality dystopia computer faith truth car crash mission cyberpunk woman director action hero gnosticism oracle
150000000,Adventure|Action|Thriller|Science Fiction,605,en,The Matrix Revolutions,73.313918,2003-11-05,424988211,129.0,The Matrix Revolutions,6.4,3096,Lana Wachowski,Joel Silver,Keanu Reeves,Laurence Fishburne,Village Roadshow Pictures,saving the world artificial intelligence man vs machine flying philosophy fortune teller martial arts kung fu underground world killer robot temple subway dream sun hero fight sunlight computer virus key future precognition super computer machine town ying yang dying and death virtual reality dystopia computer faith truth rescue mission cyberpunk woman director action hero gnosticism
31000000,Drama,606,en,Out of Africa,13.864975,1985-12-20,128499205,161.0,Out of Africa,7.0,279,Sydney Pollack,Sydney Pollack,Meryl Streep,Robert Redford,Universal Pictures,africa infidelity lion safari farm nairobi romance kenya based on memoir or autobiography syphilis danish historical drama 1910s big game hunter cuckolded husband
90000000,Action|Adventure|Comedy|Science Fiction,607,en,Men in Black,104.121555,1997-07-02,589390539,98.0,Men in Black,6.9,4412,Barry Sonnenfeld,Laurie MacDonald,Tommy Lee Jones,Will Smith,Amblin Entertainment,new york city secret identity undercover space marine illegal immigration deportation new identity giant cockroach cannon flying saucer stay permit superhero based on comic alien buddy cop fictional government agency
